text,abuse,sexual_content_score
Derai dukha ani shocked vaye moh tw |,0,0.0
बिहान हिड्दादौडिंदा दिक्क लगाउनेहरु १ . ढल बहादुर इन्जिनियरसाप २ . हर्न बहुला ३ . भुस्या कुकुर ४ . चुरोटे |,0,0.0
पहिला देखिनै रंगिन दुनियाँमा कमगर्नेहरु अस्तो हुन्छ भन्नेसुन्थे र अजा आएरा समिछ्याले छर्लङ्ग पारिदियो बिचरा समिछ्या ।,1,1.0
मेरो मृत्यु पश्चात तिमी एक काहानी लेख्नु त्यस किताबको नाम बर्बाद जवानी लेख्नु। ।,1,1.0
"बिहे गर्ने झुट्टो आश्वासन दिएर मज्जा लिएछ बजियाले , अभिनय कला राम्रै रहेछ हुन त रियल हिरो पो रे त !",1,5.0
"चक्कुले काटेपछि मात्र थाहा हुन्छ कति गहिराे काट्याे भनेर , आगाेले पाेलेपछी मात्र थाहा हुन्छ कति जलन हुँदैछ भनेर , माया पनि त्यस्तै नै त हाे , फेरि माया नै नगाँसी मेराे माया झुटाे सावित चाहिँ कसरी गर्न सकेकी .",0,0.0
भरतपुर मा अझै कांग्रेस जिउँदै रैछन ?,1,1.0
भोलि देखि दाइको जुत्ता Workshop पुरै प्याक हुन्छ |,0,0.0
लाम्खुट्टे पनि कति छाडा हिर्काउनै नमिल्ने ठाँउ मा टोक्छ |,0,0.0
यो सावित्री छक्का लाई किन बोलाए को हो ।,1,1.0
उक्त ब्यक्तिको बुद्धिऔकात कुकुर जत्तिको पनि छैन भनेर आफैं लाई व्यंग्य गरेको बुझियो .,0,0.0
दलित दलित भित्रको जातिय बिभेद कामी परिवारमा दमिनी छोरी नस्विकार्दा दुवै प्रेमिले आत्महत्या गरे सन्दर्भ - बाग्लुङ्ग जिल्ला गल्कोट नगरपालिका ३ बामिया निवासी मिरा परियार र सुजन सुनारको प्रेम |,1,1.0
अर्काकाे घर भाँड्ने लाई मिलेकाे सजाँय !,1,1.0
हाहा मुजि मेसेज फ्लग गर्दैमा के ठान्छेस हु wf |,1,1.0
कुकुर छाला . !,1,1.0
पैसा बाढ्दै हिड्छेस र ?,1,1.0
हत्यारा लाई ज्यानकाे बदला ज्यान लिने कानुन नबने सम्म नेपालमा यस्ता घटना दिनानु दिन घटिरहन्छ |,1,1.0
बुडाबुडी नै 101 रहेछन् |,0,0.0
घरमा माया गर्ने आफ्ना आमा बाबू हुदा हुँदै अर्काको छोरालाइ माया गर्दै हिड्छेस त धोका नपाए के iphone पाउछेस त। ।,0,0.0
के कराइ रहेको हान्नु दिनुनि यार दुबै जनालाइ चहना छ गर्छन |,1,1.0
"राजाको मन , लोभिको धन , पुरुषको भाग्य र स्त्रीको चरित्र जान्न सकिन्न भन्थे बाले। हो रैछ ।",1,1.0
घिउसँग नुन साट्ने बटौली बजारु मा सम्भावनाको खोजी गरिँदै |,1,1.0
मन्त्रीले जनता जेाड्ने हेा फेाड्ने हैन । मारदिन्छु भन्ने धम्कि दिने हैन यद्यपि खुनी मन्त्री पूर्व देखि हाल सम्म कति हेाला हेाला ।,1,1.0
यो माचिक्ने kp र प्रचन्द लाइ सिदै गोलि हान्छु रादि को छोरा हरु देश दोर्ही जनता को पशिना चुसिरा छस नि यो मुजि प्रत्र कार को नि ।,1,5.0
"ई साथ लँगडो कुकुर खालि ! सुख हो भन्छौ जिन्दगी यो , किरण आँगमा हाली ! मृत्यु चिस्छौ याम्रा , क्या राम्रो विश्वासमा , सुन्दर शूल ! मृत्यु सिसारि जलाउने यो ! रात ! दानु , मुना ! पीर प्रेरी ! मिरी मुरा ! आँशुका छुँदै रात ! जिउँछ ! तिम्रा |",1,1.0
हि हि गुलाम अली जिउदै छन र ?,1,1.0
फेरि कुकुर कता भुक्यो ?,1,1.0
नेता चोर |,0,0.0
ईस ! तिम्रा कोरोना हिजो रातदिन कोरोना कोरोना भनेर देश आर्थिक रुपले बर्बाद पार्ने अपराधीहरु जिउदै छौ की Ge well soon हो अझै ।,1,1.0
आफुलाइ चै के ठान्छेस बे तैले पैलाको कुरा बिर्सिस |,1,1.0
लेखेको पढ्न पनि केही बुझे मारिदिनु एस्ता त छन पि एम के आस |,0,0.0
ई पुन्ने गौतम भन्नेब्यक्ती को जिब्रो किन नकाटेको होला बाउला कुकुर जस्तै भुकने मात्र हो सहिकुरा कहिलै सत्यकुरा भोल्दैन ।,0,0.0
"मैले सबैलाई मर्ने कारण तिमि हो , एस्लाई बन्द गर। ।",1,1.0
"देशलाई १८ घन्टाको लोडसेडिङबाट मुक्त गरेर आफ्नो क्षमता प्रस्तुत गरेका रास्ट्र सेवकलाई खुलेआम लाल्छ्ना लगाउने , चरीत्र हत्या गर्ने तैपनि देशको पुर्वप्रधानमन्त्री जस्तो मान्छेले ! यस्ता नेतालाई आदर्श मानेर हिड्ने कार्यकर्तालाई राम राम बाहेक केही भन्न सकिन।",0,0.0
"- ओहो ! कस्ती गोरी , ठ्याक्कै बाहुनी जस्ती। कमिनी-दमिनी भएर पनि कति राम्री , चिटिक्क परेकी , बाहुनको गोता गइछौ। आहा ! सफासुग्घर लुगा कस्तो मिलाएर लगाउन जानेकी ! मीठो मसिनो खाने , कस्तो बाहुनको जस्तो रोजाइ के बाहुनी मात्रराम्री हुने नियम हो ? बाहुनले मात्र पढ्ने हो ?",0,0.0
सिर्जना लाई त घर बाट निकाले भन्या होइन र फेरी लाजै नमानी तेही ससुराको नाममा उठने रे हुन त पद र पैसा भए के इज्जत के बेइज्जत ।,0,0.0
यो टिकटकको नशा बडो अनौठो हुँदोरैच हेर्नोस् । नानि पाउने नशादेखी घर भाँडने दसासम्म नपाईने केही रैनच टिकटकाँ ! बडो गारो रैच |,0,0.0
हैट बोका र बाख्राहरू नेपाल त युरोप र अमेरीका भन्दापनी महा बिग्रोल भए गांठे ।,0,0.0
"पाइखाना सफाइ गर्ने बाहून कुचिकार नै हुन्छ स्कूल पढाउने डोम शिक्षक नै हुन्छ , वकालत गर्ने दमिनी वकील नै हुन्छिन , विद्यावारिधी गर्ने कुनै विश्वकर्मा आफ्नो शाखाको सम्मानित डाक्टर नै कहलिन्छ - जातिप्रथा कानूनले उहिल्यै उन्मुलन गरिसकेको छ सामाजिक सद्भाव किन बिथोल्ने ?",1,1.0
"बर्ष मात्र फेरिएन , नाबालिकाको बयान पनि फेरियो , बलात्कार भएको हैन भने अर्काको इज्जतको धज्जी किन उडाउनु !",0,0.0
"| अरू देशका प्रधानमन्त्री हरेक मिनेट कोरोनाबाट जनतालाई कसरी बचाउने भनेर लागिरहेछन्। मेरो देशका प्रधानमन्त्री कहिले अरूको घर कसरी भाँड्ने , कहिले आफ्नै घरमा आगो लगाई अरूलाई सिध्याएर आफूचाहिँ कसरी बाँच्ने भनेर दुई-तिहाई समय खर्च गरिरहेका छन्। रिठ्ठाको बोट रोपेर कहाँ फल्छ र कागति !",0,0.0
"पराजय भएपनि लाज पचाएर बस्ने , हार नस्वीकार्ने , असफलता नमान्ने , कस्तो ज्याद्रो चरित्र हो अर्थमन्त्रीको ! बिधि , थिति , लोकतन्त्र , न्यायमा विश्वास छ भने आत्मालोचना गरेर राजीनामा दिनुस् ! नत्र अग्रगामी भन्ने अधिकार छैन ! - गभर्नर प्रकरण !",1,1.0
"भुईमान भाँडामा , |",1,1.0
तिमी हरु सबै चोर लाई चाक बाट गोलि हानी मुख बाट निकाल्नु पर्छ अब त्यो बेला पनि छिट्टै आउदै छ होस गर चोर हो ।,1,3.0
तर अहिलेको पत्रकार को कुकुरको भनदा कडा नाक छ यार |,1,1.0
आफ्नो लाइफ आफै मजाक बनाइस |,1,1.0
तँ डंकिनी कति ओटा केटा संग घुम्दै हिड्छेस ए अलिकति लाज हुदैन |,1,3.0
दुनियासंग रात बिताउनी आइमाई इज्जत नभएकी बेस्या होस् तँ |,1,5.0
तेरो बाउ रन्डीको छोरि लामो को कुजात नेवार !,1,3.0
"तँलाई यसरी मारेर फाल्ने छु , तेरो यौनि बाट म्यागोट खस्नेछ। ।",1,8.0
"माचिक्ने भालु , कति सम्म गर्न जानेकी छेस है तैले |",1,7.0
मरे हुन्छ भालु रन्डी अर्कालाई ठोकाउने अरुलाई दोस दिने कुकुर्नी |,1,5.0
दुनियासंग सुतेर आफ्नो इज्जत फाल्ने नकचरी धेरै नबोलेको बेस |,1,3.0
सक्स गर्न देउ बिहे गर्छु नि कालू भनेर कन्या जाली तोडेउ फेरि त्यही मुख ले भालु भनेर छोडेउ |,1,10.0
उत्तानो भएर थाप्ने अहिले हिँसा भन्ने हो ।,1,10.0
भालु खातिनी के चिलायो खातेनी |,1,6.0
थुक्क राडीको बान तलाई त मुतेर सुकाईदीए हुन्छ |,1,8.0
तिमीले आफ्नो शरीर बेचेर भए पनि मलाई पैसा दिनु पर्छ। ।,1,1.0
तँ रन्डी पैसाको लागि जोसंग नि सुत्छेस् हैन |,1,1.0
मुख होइन यो आइमाईको मुजी बोलेको जस्तै छ |,1,8.0
"ओइ कुतिया , हरामी , म तेरो बलात्कार गर्ने छु। ।",1,10.0
दुनियाँलाई चिकायो अनि भन्नलाई कति सजिलो के रन्डी अझै मैले टचर गर्री रे छिछि लाज पचेकि |,1,9.0
गेडा खा भालुनी |,1,1.0
म आशा गर्छुकि त कुकुर्नीको टाउकोमा गोलि लाग्ने छ र त्यसपछी तेरो मृतक शारिरीलाइ बेस बलको ब्याटले बलात्कार हुनेछ। ।,1,1.0
घरमा श्रीमती हुदा हुदै होटेल र लजहरुमा परस्त्री गमन गर्ने तँ जस्तो पुरुषलाई म बेस्या भन्छु |,1,1.0
म तँलाई समय दिने छु पैसा जम्मा गर्नको लागि तर पैसा पाएन भने तेरो सबै भिडियोहरु सामाजिक संजालमा हालिदिन्छु। ।,1,8.0
तेरो अश्लिल फोटोहरू म सार्वजनिक गरिदिन्छु ।,1,10.0
अनि दुई चार पैसाको लागि आफ्नो दुलो बेच्ने मुजी आइमाई तँ जस्तालाई के भन्नि खै |,1,10.0
तँ खाते केटीको के कुरा गर्नु बुद्धि चाकमा हुने केटि |,1,5.0
तँ जस्ता बेस्या आइमाई नि हुने रैछन अर्काको पोइलाई फसाएर घरघरमा गएर बेचिने थुक्क आइमाईको नामकि कलंक |,1,4.0
"बढी नबोल मुजी केटि , सुहागरात सम्झाइदिउला नी फेरी |",1,1.0
तँ दुनियासंग सुत्दै हिड्नी कल गर्ल होस् |,1,1.0
"तेरो नग्न तस्बिर सार्वजनिक गर्दा पनि मलाई सन्तुष्टि मिल्दैन , त एक वास्तविक वेश्या हो ।",1,10.0
तेरो शील तोड्ने म अनि अझ भन्दै हिडछेस i am virin |,1,9.0
तिम्लाई खसालेर मार्दिन्छु |,1,1.0
छिछि एलिजाजी। पाेखरा र चिताैनका काङ्ग्रेस भाेट हाल्न गए भने पनि जिउदै मरे सरह हाे। भाेटहाल्न जाने काङ्ग्रेसीलाई श्रद्धाञ्जली भनी सकियाे त। ।,1,1.0
पत्रकार को कुरा सुन्दा त लाग्छ कि मेयर ले जग्गा बेचेर त्यो पत्रकार को नाक नै भाचे जस्तै ।,1,1.0
यो काङ्ग्रेस झन चोर दलाल हो के हि गर्दैन ।,1,1.0
खुला सिमाना भएको ले धेरै भारतीय को बच्चा नेपाल मा जन्मेका छन् ।,0,0.0
"2 , 3 दिन काठमाडौ शहर झिलिमिली बनाएर के गर्नु सधैं भरी यस्तो बनाउन साला चोर भ्रष्टाचार लुटेरा नेता हो ।",1,1.0
यस्ता कलाकार हुदैनन् बोकाकार हुन् |,1,1.0
चित्र जति सुन्दर छ त्यो भन्दा पनि सुन्दर चरित्र !,0,0.0
नेकपा को मुला को PHD पशुपति मा सेलाउन लगे हुन्छ तेरि मा टोक्ने हरु पढाइ को घमण्ड तर बुद्धि भने चाक मुनि रहेछ मुला को !,1,2.0
"मेरो गल्ति , मा तिमिसंग हुन चाहान्न। ।",0,0.0
चोर प्रहरी भस्टचारी प्रहरी घुस्याहा प्रहरी गुन्डागर्दी गर्ने प्रहरी बलात्कारि प्रहरी ।,1,5.0
दुबै संतोष परेछन |,0,0.0
यो चलचित्र क्षेत्र नै यस्तै होत बेकार लाग्यो यस्तो हर्कत सुन्दा |,0,0.0
यो मा चिक्ने रन्डि को छोरो मास्टर लाई टुडिखेल मा जिउदै चिरि चिरि नुन खुर्सानि दल्लनु पर्छ . . . . . खुकुरि ले घाटि रेटनु पर्ने थियो धन्यवाद रवि दाई अघि बढनुस् ।,1,7.0
"कहिले महसुस गरेको छस् , आगोमा जलेर मरेको ?",1,1.0
नेपाली ले फ्री मा पाए अलकत्र नि खान्छ भन्ते होरैछ अजै यो त सुन भन्दा महँगो चिज पर्यो। ।,0,0.0
मेयर ले त्यही भन्दिदा चै अपराधी ?,0,0.0
बिस्नु भन्निलाइ खोज्नै पर्छ |,0,0.0
मलाइ पनि पुग्नु छ भन्दै काङ्ग्रेस को खुट्टामा झुन्डिएर हैरान छ |,0,0.0
नेपालमा हुँदो हो त यो ईमेलले घर भाँड्ने रहेछ।,0,0.0
दिल्लि को योजना मा पेरिसडांडा को गोटि भएर आफ्नै घर भांड्ने सिल्लि हरुले सल्लाह सुझाब मान्दैनन कमरेड ।,1,1.0
यस्तै मनुवाहरूले हो घर भाँड्ने ! सोझा बूढाबुढीलाई भड्काएर हेर त्याँ !,1,1.0
यो कुकुर कति भाग्यमानी कहिलेकहीँ त कुकुर नै हुनु मन लाग्छ । केही समय लाई अनि फाल्छु ।,0,0.0
बुथ क्यापचर गरेर भकभके केपि जस्ता दलाल संग मिलेर चुनाव जिते भन्ने भालु लाई हराउ भरतपुर बचाउ |,1,1.0
पोइ मारेर त्यो ठाउँ मा पुग्ने लाई इज्जत को बारे मा के था ?,1,1.0
तपाईंका छोराछोरीले आफ्नो बाबु पाकिस्तानमा आएमा मिस गर्नेछन्। ।,0,0.0
"विश्वास गर्यो धोका दिन्छन , अनि तिमीले किन यसो गरेउ भनेर सोध्यो भने , यति सानो कुरामा पनि चित्त दुखाउने हो त ? भन्छन , किन सियोले घोच्दा चै दुख्दैन अनि चक्कुले काट्दा मात्र दुख्छ हो र ?",1,1.0
पछिल्लो पटक काग्रेसका कुहिएका समर्थक गति छाडा हनुमान र नेताका चाकडहरु र हलिहरु भएर काग्रेसको हरिबिजोग देख्नु भन्दा बरु यो पटक नै लिङदेन माथि अाए अलि ठिक हुन्थ्यो कि !,1,1.0
"पागल अस्ति ६ महिनामा १२ अर्ब फाइदा तेरो बाउले गरायो , त ३ बर्षमा ६ करोडको पानी खादै रास्ट्रको ढुकुटी सकाउने कुकुर अझै भुक्दै हिड्छस। ।",1,1.0
| २ बर्षकी नाबालीका देखि ८० बर्षिय बृद्ध आमा पनि बलत्कृत भै रहेका छन के तिनीहरू उत्ताउली भएर नै त ?,1,5.0
"भाते , भतुवा , चोर फटाहा झापाली |",1,1.0
एउटि त म सङ्ग मस्किदै छिन् |,0,0.0
तलाइ भोट हैन कुकुर गाउँ मा आइज जुताको मालाले स्वागत गरेर लखेटने हो |,1,1.0
२० लाख रुपैयाँ नदिए मारिदिन्छु भन्ने सञ्जीव यसरी परे प्रहरीको फन्दामा |,0,0.0
के रे केटा ले एक मात्र सोन्छु पर्छ रे त्यो त बराबर सोन्च्नु पर्छ ।,0,0.0
"मुद्दा दर्ता गर्दा चरित्र हत्या , पिडकको due influenceका कारणले बयान फेर्दा चरित्र हत्या। पिडितप्रभावित मैत्री न्याय प्रक्रियाको अभाव , पितृसत्ता अनि यौन हिंसालाई उन्मुक्ति दिने समाज। हाम्रो आवाज सर्भाइभरहरुलाई हिम्मत बनोस् र उत्पीडकहरुलाई थ्रेट।",0,0.0
बलात्कारी बाबा |,0,0.0
म हान्छु गोली अब आयेर सबै चोरहरुलाइ याद गर्दै गर ।,1,1.0
भालु हात्ती बाघको आतङ्क धेरै भो नेपालमा |,0,0.0
"घर भाँड्ने भए , साना साना कुरामा द्वन्द्व छिराएर।",0,0.0
अचाल घिउ खानु ठुलो हैन खाको देखाउनु ठुलो। राडी भित्रै केमेरा राखेर हेरओ पैलो पल्ट लाइभ मैले राडी ओढेर घिउ खाको छु ~ भन्दा बढि चर्चा र फैदा छ। र त्यै भैरको छ। ।,0,0.0
"बिचार नमिल्ने तर सिट बाँडफाँड गर्ने , मन नमिल्ने तर पार्टी फुटाल्लने यो त सरासर ठगनीति हो यो भन्दा ठुलो जनमतको बलत्कार के हुन सक्छ ।",1,1.0
"सबै दलाल , ज्यानमारा , गुन्डा , तस्करि बलात्कारि , भ्रष्टाचारि र लुटेराहरुको लुटतन्त्र धेरै हेर्यौँ अब यस्ता नरपिशाचहरुलाई जरैबाट फाल्नु आवश्यक छ। त्यसैले आम जनताहरुले सोचेर अब भोट हलोमा दिन जरुरि छ। भोट हालम राप्रपालाई ।",1,1.0
राम्री मान्छे धेरै घमण्ड नगर् ल |,0,0.0
"ने.का . का “ हिरो ” महामन्त्री द्वयलेपनि पार्टीको इज्जत बचाउनमात्र भएपनि काम गर्ने बेला यही हो। पार्टी भॅाडमा गए जाबस् भन्ने देउबालाई दिनुपर्यो दबाब गलत काम नगर भनेर। पार्टीलाई थप धराशायी हुनबाट बचाउनु पर्यो र आफनो क्षमतापनि देखाउनु पर्यो , यदि केही छ भने। ।",1,1.0
कमेन्ट देखेर झन म पागल हुन्छु को सहि को गलत ️ |,0,0.0
राजाको पालामा कुकुर भुक्दै गर्छ हात्ती लस्किदै गर्छ भन्ने भनाई थियो ! अब कुकुर भुक्यो भने पालेको कुकुर बौलाए छ की के हो भनेर मार्न बेर छैन ! हुन त भुस्याहा कुकुर मरेकै जाति हुन्छ !,0,0.0
"आममम् ओए छाडा | अहिलेका नेता त्यसमा पनि माओवादी भन्नेमा नैतिकता खाेज्नु डा . साबकाे ठुलाे कमजोरी हाे मलाई त याे माओवादी भन्ने वाद बाेकेर हिँड्ने व्यक्ति नै अश्लील , नैतिकहिन , पतित , घटिया , गतिछाडा , बकमफुसे दिमाग , हाईलण्ठु , स्वार्थी , शाेषक , सामन्ती , उग्रवादी गुणले भरिपूर्ण लाग्छ । यस्ताले के .",1,1.0
सुनाउने शब्द नपच्ने छाडा मच्चिदै सुन्नेहरू झन गतिछाडा |,1,1.0
"यो कुरा सुन्दा पनि कहिले त हासो लाग्ने , ढोकामा लक किन नगरेको ?",0,0.0
आन्दोलनमा चोर फटाहा कै बिकबिकी |,1,1.0
आनुहार हेर्दा नै दलाल भ्रष्टाचारी गुण्डा देखिन्छ ।,1,1.0
"अब आफैँले राजीनामा दिनुस् , बचेखुचेको इज्जत जोगाउने कि !",0,0.0
आज दिउसो तिमीले के गरेउ |,0,0.0
फ्रि फायर गेम मार्फत चिनजान गरी १३ वर्षीय बालिकालाई बलात्कार गर्ने पुरुष पक्राउ - Nepal Bahas |,0,0.0
खातिनि भालु फुलुकै माेराेस ऐसताे हरकत गने अाईमैई भगवान् यस्तो लाई छिटो उठाउनु पिलिज |,1,1.0
म गलत हुन सक्छु र तिमि सहि हुन सक्छौ तर सायद मा गलत छैन। ।,0,0.0
कुकुर हुदा हुदै मान्छे किन चाहीयो ?,0,0.0
म भर्खरै कामबाट निस्के र उसलाई रुदै फोन गरे। ।,0,0.0
युक्रेनमा हिरो बनिरहेको एउटा कुकुर |,0,0.0
नारीको चरीत्र स्वयम भगवान ले त बुझ्न सक्दैन्न हामी मनुष्य ले के बुझ्नु ! उजुरी फिर्ता |,1,1.0
दुई जना काला कांग्रेसीको भिडन्त गज्जब छ है . म दुबैलाई ब्यक्तीगत रुपमा चिन्छु पनी बहस त ठिकै हो तर भाईले दाईको ईज्जत गरेर बोलेको भए अझै गज्जब हुन्थयो। लौ जय नेपाल |,0,0.0
कुकुर ले कुकुर टोक्ने होला अब |,0,0.0
"यदि तपाईंको समाजमा गरिबी , अन्याय , अत्यचार र बलात्कार अनि भ्रष्टाचार जन्य अपराध हरु बिरुद्ध लडन र भिडन सक्ने ल्याकत भएका कोही ब्याक्ति छन भने सम्झनुस् ती हुन तपाईं का नेता , त्यसैले अब पार्टी भन्दा पनि असल राजनीति चरित्र भएका साथी लाई रोजौ , खोजौ .",0,0.0
कुर्सी को लागि जन्ता मार्न नेता जात भात धर्म चेन्ज गर्ने नेता कानुन छ र नेपाल छैन ।,1,1.0
मेरो घर काभ्रे हो |,0,0.0
"जलाउछु भन्छाै जलाउ तर विचार गर , दाउरा भन्दा अगाडि सलाइ सल्कनु पर्छ । शुभ रात्रि शुभ सपनी ।",0,0.0
"लक्षणा , ब्यन्जना आदिकोको प्रयोग र बुझाइमा पोख्त | विद्वत सभामा कत्रो इज्जत थियो है ?",0,0.0
"सहि हो , रमाइलो मात्रै गरेको अर्काको घर भाँड्ने अधिकार म सँग छैन। ।",0,0.0
"तिमी पुरुष हौ , बच्चा देखि बुढालाई अश्लीलताले हेर्छौ किन ? ६ - ७ साले बच्चिलाई चक्लेट देखाई , जबर्जस्ती करणी गरि , हत्या गर्छौ किन ? डर , आमाबाउको ? आज जिउदै छे , भोलि मर्न पनि सक्छे आज घर सकुशल आईपुगि मेरी छोरी , भोलि नआई , पुग्ननि सक्छे |",0,0.0
कोमल शरीर गाढनु पर्दा वा जलाउनु पर्दा मलामिलाइ सारै पिडा हुन्छ तर नियतीले अस्थिपन्जर शरीर मात्रै जिम्मा लगाउदैन ।,0,0.0
तिमि कति धेरै बोलेको के अलि कम् बोलन ल |,0,0.0
चुतिया कुकुर |,1,1.0
रोज डे मा कसैले रोज दिएनन् अब आँफै गुलाफ रोपेर फुलाएर फक्राएर जालिम दुनियाँको मेखै मार्दिन्छु ।,0,0.0
हुन्छ भनौ उत्ताउली म हुन्न भनौ छुच्ची पर्सि निधो दिम्ला कान्छा आज खुच्ची खुच्ची |,0,0.0
मकवानपुरमा बालिका बलात्कार आरोपमा ४९ वर्षीय पुरुष पक्राउ परेका छन् ।,0,0.0
यो खाते रन्डि को छोरा कस्तो मानव अधिकार बादी हो ?,1,1.0
किन आत्महत्या गर्ने रहर जागेर आयो कि क्या हो |,0,0.0
"इज्जत उनीहरुकाे गर्नुस जाे त्यसकाे लायक हुन्छन , सबैलाई हजुर हजुर गर्न थाल्याे भने कमजाेर ठानेर गिराउनेहरुकाे कमी रहेनछ यहाँ। |",0,0.0
टाइमलाइनमा छाडा नलेख भन्ने उर्दि भाको छ र मात्रै हो । नत्र काजिले नराम्रोसँग भेटिसक्थ्यो ।,1,1.0
चरित्र को परिभाषामा अन्तर्निहित आशय नै खराब छ। पञ्चकन्या स्मरे नित्यं . जप्दै महिलालाई चरित्रहीन भन्नेहरू अहिले पनि व्याप्त छन् !,0,0.0
जिन्दगीभर जेलमा कोचनु पर्छ नत्र झुन्डाएर मार्नु पर्छ |,1,1.0
"बिचरा , गठबन्धन गठबन्धन भन्दै करायो , लास्ट मा उहि पुरानै तेति जाबो त एक्लै लड्याभय पनि पाइहाल्थे होला २०६४ सालको ७९ मा आयर हुदा हुदा भन्दा पनि पछाडि नै पुर्याउने भकि के हो |",0,0.0
पढ्नपर्दैन अब बिहे भएसी सकियो तेरो पढाइ भनी हेपिएकी जागर गर्न जाँदा बच्चाबच्ची नहेरी हिड्छेस् भनी चेपिएकी अगाडि स्टेजमा गई कार्यक्रम चलाउदा फेरि घर अाई कुटिएकी काम गर्दा जस नि दिनी होइन घरको केही बाहिर गर्दा चुटिएकी हो पागल हुन उनी तिम्रो दमन सहेकी त्यही नि तिमी सङ्गै रहेकी |,1,1.0
मोटी आन्टीले कति राम्रो सँग सम्झाउनु भयो |,0,0.0
मन मिले सम्म चमत्कार जब मन मिल्न छोडेपछि बलात्कार । whaAp नम्बर सम्म सियर भको थियेछ |,1,8.0
अनि पहिले बलात्कार भयो भन्दै उजुरी हाल्ने अहिले भएको छैन भन्दै बयान दिने यस्तो नि हुन्छ ? एउटा ले गल्ती गरेको यो केसमा अब एउटा लाई जेल पठाउनु पर्छ सत्यतथ्य छानवीन गरेर अब आउनेले बुझुन यस्तो गर्नु हुदैन भनेर |,1,6.0
"सत्यलाइ जितेर जस् ले बाटो काट्छ तेस् को हामी खुट्टा काट्छौ तपाईं सत्य को बाटो मा लम्किरहनु होला रबि सर मेरो समर्थन छ , ।",1,1.0
म मार्दिन्छु त्यो रामे लाई |,1,1.0
संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन् |,0,0.0
"दलालि हो आउलास भोट माग्न , |",1,1.0
मकवानपुरमा बलात्कार अभियोगमा एक जना पक्राउ |,0,0.0
बुढा लाई मारेर खाइस अहिले रास्ट्रपति लाज छैन ।,1,1.0
बलात्कारी सुरक्षाकर्मी |,1,5.0
म तिमीलाई धेरै सम्झन्छु। ।,0,0.0
"अपरिपक्व केटिलाई राम्रो बुद्धि सिकाइदिन किन नसकेको होला ! . बाउआमाले आफ्नै छोरीको भविष्य किन बर्बाद पार्न खोजेको होला ! अपराध प्रमाणित भइसकेको अवस्थामा पनि भावनामा बहकिएर बयान फेरेर इज्जत माटोमा मिलाउन किन लागेको होला ! केटिको घरपरिवार , आफन्त सबैको बुद्धि सकिएको हो की !",1,1.0
बम दिदी बहिनी ब्यस्या नै हुन बिस्ट को छोरा र मेयर को भतिज को ओछ्यान हुन ।,1,1.0
किशोर श्रेष्ठ लाइ भेट्नेवितिकै नाक पच्कने गरि दिन इच्छुक ले हाजिर गर्नुहोस है ✊ ।,1,1.0
जे गर्छौ गर नटकै र नौटङकि गर एत्रा डर |,1,1.0
मंगलबार जिल्ला अदालत तनहुँमा पीडित भनिएकी बालिकाका वुबाले बयान फेर्दै जर्बजस्ती करणी नभएको बताएका छन् । उनले उजुरीमा बलात्कार भने पनि अदालतमा बयान दिने क्रममा बलात्कार नभएको बताएका हुन् । तेरिमा टोक्ने गधा कुकुर कुलङार |,1,3.0
फ्रि फायर गेम मार्फत चिनजान गरी १३ वर्षीया बालिकालाई बलात्कार गर्ने पुरुष पक्राउ |,0,0.0
"भरतपुर माओवादीलाई , पोखरा माकुनेलाई र वीरगन्ज जसपालाई दिने देउवाको निर्णयपछि ती ठाँउका काङ्ग्रेसीहरू जिउँदै सहिद बन्ने भएछन् !",1,1.0
| आजकाल कुकुर पनि मोडेल बिरालो पनि मोडेल हैट तर ख्यास्ने चै केही हैन ।,0,0.0
"काम ठुलाे सानाे केही हुदैन बस इमानदारीपूर्वक , कर्तब्यनिष्ट तरिकाले गर्नुपर्यो |",0,0.0
तिमि झुण्ड्याउन योग्य छौ। ।,1,1.0
भगवान्ले माफी दिन सक्लान तर म दिन सक्दिन। ।,1,1.0
कस्तो खालको बलत्कार हो यो पटक पटक दोहोराइ तेहाराइ गर्न मिल्ने |,1,8.0
गल्लि का भुक्ने कुकुर हरू हिजोआज कता गएछन रबि दाईकाे माहानता हेरेर केही कुरा सिक भाडा का टट्टू हरू ।,1,1.0
अाफ्नाे बुडि हुदाहुदै अन्तत यस्तै हुन्छ हाेला |,1,1.0
हाइकु ओहो विचित्र दोधारको चरित्र शत्रु भो मित्र |,0,0.0
View Tower को फेद मा पुगेर हेरेको त उदाउदै गरेको घाम लाई रुख ले छेक्दिरा |,0,0.0
म सन्चै छु तपाइको के छ |,0,0.0
ति सबैको सामाजिक बहिष्कार हुनुपर्छ |,0,0.0
Check up his awesome conenफ्रि फायर गेम मार्फत चिनजान गरी १३ वर्षीय बालिकालाई बलात्कार गर्ने पुरुष पक्राउ - Express Pana |,0,0.0
जुनसुकै रंगको साबुन प्रयोग गर्नुस् फिस सेतो नै आउँछ त्यस्तै तपाई जति देखाउन खोज्नुस् वास्तविक चरित्र अगाडि आएरै छोड्छ ।,1,1.0
